accession,hmm_model,score,used_for_classification
NP_001072943.1,H2A.B,101.1,False
NP_001102761.1,H2A.B,101.0,False
NP_002096.1,H2A.B,101.0,False
NP_001073248.1,H2A.B,101.0,False
NP_034566.1,H2A.B,101.0,False
XP_001370540.1,H2A.B,100.9,False
XP_011215280.1,H2A.B,100.8,False
NP_001192525.1,H2A.B,100.8,False
XP_005640150.1,H2A.B,100.8,False
XP_004088806.1,H2A.B,100.8,False
NP_001087948.1,H2A.B,100.1,False
XP_003478913.1,H2A.B,99.8,False
XP_007485414.1,H2A.B,99.8,False
XP_004847876.1,H2A.B,99.6,False
XP_003422330.1,H2A.B,99.6,False
XP_008246690.1,H2A.B,99.6,False
XP_003356618.1,H2A.B,99.6,False
XP_009448979.1,H2A.B,99.5,False
XP_627120.1,H2A.B,99.3,False
XP_009296490.1,H2A.B,99.0,False
NP_957367.1,H2A.B,98.5,False
NP_068612.2,H2A.B,98.1,False
XP_002720052.1,H2A.B,98.1,False
XP_002719866.1,H2A.B,97.9,False
NP_505463.1,H2A.B,97.9,False
XP_002116274.1,H2A.B,97.5,False
XP_011387544.1,H2A.B,97.2,False
XP_011387544.1,H2A.B,97.2,False
NP_734466.1,H2A.B,96.8,False
XP_007634672.1,H2A.B,96.6,False
NP_066390.1,H2A.B,96.6,False
NP_001180653.1,H2A.B,96.6,False
NP_835489.1,H2A.B,96.6,False
NP_010511.3,H2A.B,96.4,False
NP_009552.1,H2A.B,96.4,False
NP_594421.1,H2A.B,96.4,False
XP_875023.2,H2A.B,96.1,False
XP_008992112.1,H2A.B,95.8,False
EDO48405.1,H2A.B,95.9,False
NP_001071426.1,H2A.B,95.6,False
NP_001141182.1,H2A.B,94.2,False
XP_001119899.1,H2A.B,94.8,False
NP_001132837.1,H2A.B,94.7,False
EEC09557.1,H2A.B,94.6,False
XP_003484147.1,H2A.B,94.5,False
NP_724343.1,H2A.B,94.5,False
XP_002365290.1,H2A.B,94.3,False
XP_624700.1,H2A.B,93.9,False
NP_200275.1,H2A.B,93.6,False
NP_001190852.1,H2A.B,93.5,False
XP_003508207.1,H2A.B,93.4,False
NP_175517.1,H2A.B,93.1,False
NP_188703.1,H2A.B,92.8,False
XP_008644553.1,H2A.B,92.5,False
NP_001066920.1,H2A.B,91.5,False
XP_641587.1,H2A.B,90.6,False
NP_172363.1,H2A.B,90.1,False
NP_175868.1,H2A.B,89.9,False
XP_008662624.1,H2A.B,89.1,False
NP_001183143.1,H2A.B,88.2,False
NP_001281214.1,H2A.B,87.9,False
XP_002365268.1,H2A.B,88.2,False
NP_001141988.1,H2A.B,88.0,False
NP_001066688.1,H2A.B,88.0,False
XP_010685819.1,H2A.B,87.9,False
NP_001183510.1,H2A.B,87.0,False
NP_198119.1,H2A.B,86.9,False
NP_001183439.1,H2A.B,86.8,False
AAC37292.1,H2A.B,86.7,False
XP_002784006.1,H2A.B,86.3,False
AAC37291.1,H2A.B,85.6,False
NP_001105357.1,H2A.B,84.5,False
NP_200795.1,H2A.B,84.3,False
NP_001278724.1,H2A.B,83.8,False
EER16127.1,H2A.B,83.9,False
XP_001637578.1,H2A.B,82.6,False
NP_001020673.1,H2A.B,82.5,False
NP_990338.1,H2A.B,75.1,False
NP_613258.2,H2A.B,75.1,False
NP_083864.1,H2A.B,79.3,False
AAC28846.1,H2A.B,75.1,False
XP_845905.1,H2A.B,78.2,False
XP_002111582.1,H2A.B,77.3,False
NP_001264267.1,H2A.B,76.9,False
NP_061119.1,H2A.B,76.1,False
XP_005272189.1,H2A.B,75.1,False
XP_003469399.1,H2A.B,74.4,False
XP_001704715.1,H2A.B,74.0,False
XP_003469395.1,H2A.B,71.9,False
NP_014631.1,H2A.B,70.5,False
XP_002784054.1,H2A.B,70.0,False
XP_002784055.1,H2A.B,69.4,False
XP_002776752.1,H2A.B,69.2,False
NP_001051232.1,H2A.B,69.0,False
NP_001136523.1,H2A.B,68.8,False
EDO46289.1,H2A.B,68.6,False
XP_002111498.1,H2A.B,68.5,False
NP_002097.1,H2A.B,68.3,False
NP_001026545.1,H2A.B,68.3,False
NP_001036788.1,H2A.B,68.2,False
NP_705930.1,H2A.B,68.1,False
P02272.2,H2A.B,68.1,False
NP_036544.1,H2A.B,68.1,False
NP_524519.1,H2A.B,67.8,False
NP_001141633.1,H2A.B,66.7,False
XP_626045.1,H2A.B,66.5,False
XP_002371743.1,H2A.B,66.1,False
NP_595630.3,H2A.B,65.6,False
NP_181415.1,H2A.B,64.6,False
NP_175683.1,H2A.B,64.1,False
NP_191019.1,H2A.B,62.5,False
XP_846259.1,H2A.B,61.3,False
CAA33554.1,H2A.B,60.6,False
XP_637656.1,H2A.B,48.5,False
XP_637656.1,H2A.B,48.5,False
XP_005641297.1,H2A.B,46.6,False
NP_001128070.1,H2A.B,45.7,False
NP_193093.1,H2A.B,43.5,False
XP_003135058.1,H2A.B,43.3,False
XP_003508203.1,H2A.B,40.0,False
NP_080372.1,H2A.B,39.6,False
XP_002913536.1,H2A.B,37.5,False
EHH30639.1,H2A.B,31.2,False
XP_002403551.1,H2A.B,29.2,False
XP_003317470.1,H2A.B,26.9,False
NP_036406.1,H2A.B,25.1,False
AAC26851.1,H2A.B,24.8,False
EHB10562.1,H2A.B,18.6,False
DAA13058.1,H2A.B,16.6,False
EHB17227.1,H2A.L,221.8,True
EHB04253.1,H2A.L,215.0,True
EHB10563.1,H2A.L,212.8,True
XP_548938.1,H2A.L,190.4,True
XP_548947.1,H2A.L,186.8,True
XP_002720052.1,H2A.L,182.9,True
XP_002927211.1,H2A.L,182.6,True
XP_002719866.1,H2A.L,182.4,True
XP_003360303.2,H2A.L,181.4,True
NP_001071426.1,H2A.L,176.8,True
XP_875023.2,H2A.L,174.9,True
XP_003469399.1,H2A.L,173.9,True
XP_003484147.1,H2A.L,171.3,True
XP_003469395.1,H2A.L,170.4,True
NP_080903.1,H2A.L,168.7,True
XP_003508207.1,H2A.L,156.2,True
NP_083864.1,H2A.L,130.8,True
NP_783589.1,H2A.L,122.4,False
XP_011215272.1,H2A.L,122.2,False
NP_001072943.1,H2A.L,122.0,False
XP_011215280.1,H2A.L,121.5,False
NP_001192525.1,H2A.L,121.5,False
XP_005640150.1,H2A.L,121.5,False
XP_004088806.1,H2A.L,121.5,False
NP_034566.1,H2A.L,120.4,False
NP_001102761.1,H2A.L,120.4,False
NP_002096.1,H2A.L,120.4,False
NP_001073248.1,H2A.L,120.4,False
XP_001370540.1,H2A.L,120.3,False
NP_068612.2,H2A.L,120.2,False
XP_002116274.1,H2A.L,120.2,False
XP_007485414.1,H2A.L,120.2,False
XP_003478913.1,H2A.L,120.2,False
XP_004847876.1,H2A.L,120.2,False
XP_003422330.1,H2A.L,120.2,False
XP_008246690.1,H2A.L,120.2,False
XP_003356618.1,H2A.L,120.2,False
XP_009448979.1,H2A.L,120.1,False
NP_001087948.1,H2A.L,120.0,False
XP_009296490.1,H2A.L,119.4,False
NP_001141182.1,H2A.L,118.9,False
NP_957367.1,H2A.L,118.9,False
XP_007634672.1,H2A.L,118.5,False
NP_066390.1,H2A.L,118.5,False
NP_001180653.1,H2A.L,118.5,False
NP_835489.1,H2A.L,118.5,False
NP_734466.1,H2A.L,117.6,False
NP_001180843.1,H2A.L,117.6,False
XP_008992112.1,H2A.L,117.4,False
NP_001281214.1,H2A.L,114.7,False
NP_505463.1,H2A.L,114.7,False
XP_001119899.1,H2A.L,114.6,False
XP_003282204.1,H2A.L,114.2,False
XP_011387544.1,H2A.L,113.9,False
XP_011387544.1,H2A.L,113.9,False
NP_724343.1,H2A.L,113.5,False
XP_002365290.1,H2A.L,113.3,False
NP_542451.1,H2A.L,113.3,False
NP_001183510.1,H2A.L,112.5,False
EEC09557.1,H2A.L,113.0,False
NP_001190852.1,H2A.L,112.7,False
XP_001145032.1,H2A.L,112.6,False
NP_001183439.1,H2A.L,112.3,False
NP_188703.1,H2A.L,112.3,False
NP_200275.1,H2A.L,112.2,False
NP_175517.1,H2A.L,111.9,False
XP_624700.1,H2A.L,111.9,False
XP_010685819.1,H2A.L,111.6,False
EDO48405.1,H2A.L,111.9,False
NP_001183143.1,H2A.L,111.2,False
AAC37292.1,H2A.L,111.4,False
NP_001132837.1,H2A.L,111.4,False
AAC37291.1,H2A.L,111.1,False
XP_008644553.1,H2A.L,111.1,False
NP_001141988.1,H2A.L,111.1,False
NP_010511.3,H2A.L,111.2,False
NP_009552.1,H2A.L,111.2,False
NP_001066688.1,H2A.L,111.1,False
NP_594421.1,H2A.L,110.9,False
NP_001105357.1,H2A.L,110.0,False
NP_198119.1,H2A.L,109.7,False
NP_001278724.1,H2A.L,109.3,False
XP_002784006.1,H2A.L,109.8,False
NP_001066920.1,H2A.L,109.5,False
XP_008662624.1,H2A.L,109.2,False
NP_172363.1,H2A.L,109.1,False
NP_175868.1,H2A.L,108.8,False
NP_001017990.1,H2A.L,108.3,False
XP_627120.1,H2A.L,108.1,False
EER16127.1,H2A.L,107.9,False
XP_002763866.1,H2A.L,107.7,False
NP_200795.1,H2A.L,107.0,False
XP_641587.1,H2A.L,106.0,False
XP_001637578.1,H2A.L,105.4,False
XP_002365268.1,H2A.L,106.0,False
NP_001069373.1,H2A.L,106.0,False
XP_003135571.1,H2A.L,103.9,False
XP_003421752.1,H2A.L,102.2,False
XP_002111582.1,H2A.L,99.9,False
NP_001264267.1,H2A.L,97.1,False
NP_061119.1,H2A.L,96.5,False
NP_001020673.1,H2A.L,96.4,False
NP_001026545.1,H2A.L,94.3,False
NP_002097.1,H2A.L,94.1,False
NP_001036788.1,H2A.L,94.0,False
NP_705930.1,H2A.L,93.6,False
P02272.2,H2A.L,93.6,False
NP_036544.1,H2A.L,93.6,False
NP_524519.1,H2A.L,92.4,False
NP_001268460.1,H2A.L,92.4,False
XP_002111498.1,H2A.L,90.6,False
NP_990338.1,H2A.L,87.9,False
EDO46289.1,H2A.L,90.4,False
NP_613258.2,H2A.L,87.9,False
AAC28846.1,H2A.L,87.9,False
NP_001141633.1,H2A.L,88.6,False
XP_005272189.1,H2A.L,87.9,False
NP_001051232.1,H2A.L,88.2,False
NP_175683.1,H2A.L,87.9,False
XP_003514308.1,H2A.L,88.0,False
NP_001136523.1,H2A.L,87.5,False
XP_002776752.1,H2A.L,86.5,False
XP_845905.1,H2A.L,86.7,False
XP_003515491.1,H2A.L,86.7,False
NP_191019.1,H2A.L,86.4,False
NP_014631.1,H2A.L,86.4,False
XP_002784054.1,H2A.L,86.2,False
XP_002784055.1,H2A.L,85.8,False
NP_181415.1,H2A.L,86.0,False
XP_002371743.1,H2A.L,84.8,False
XP_626045.1,H2A.L,83.3,False
XP_001704715.1,H2A.L,83.2,False
NP_595630.3,H2A.L,82.7,False
NP_001268459.1,H2A.L,82.7,False
CAA33554.1,H2A.L,77.8,False
XP_003135058.1,H2A.L,77.2,False
EHB05905.1,H2A.L,74.2,False
XP_846259.1,H2A.L,72.0,False
XP_002913536.1,H2A.L,72.0,False
NP_001128070.1,H2A.L,71.3,False
XP_005641297.1,H2A.L,70.2,False
XP_003508203.1,H2A.L,66.7,False
XP_637656.1,H2A.L,62.8,False
XP_637656.1,H2A.L,62.8,False
NP_080372.1,H2A.L,61.5,False
NP_193093.1,H2A.L,49.3,False
XP_003317470.1,H2A.L,49.3,False
EHH30639.1,H2A.L,46.7,False
NP_036406.1,H2A.L,46.0,False
AAC26851.1,H2A.L,45.6,False
XP_002403551.1,H2A.L,42.2,False
EHB10562.1,H2A.L,36.8,False
XP_002925981.1,H2A.L,16.9,False
XP_018095591.1,canonical_H3,285.1,True
XP_018095592.1,canonical_H3,285.1,True
XP_018098140.1,canonical_H3,285.1,True
3LEL_A,canonical_H3,285.1,True
3LEL_E,canonical_H3,285.1,True
3LEL_K,canonical_H3,285.1,True
3LEL_O,canonical_H3,285.1,True
5E5A_A,canonical_H3,285.1,True
5E5A_E,canonical_H3,285.1,True
4ZUX_A,canonical_H3,285.1,True
4ZUX_E,canonical_H3,285.1,True
4ZUX_K,canonical_H3,285.1,True
4ZUX_O,canonical_H3,285.1,True
5O9G_A,canonical_H3,285.1,True
5O9G_E,canonical_H3,285.1,True
6I84_M,canonical_H3,285.1,True
6I84_S,canonical_H3,285.1,True
6J99_A,canonical_H3,285.1,True
6J99_E,canonical_H3,285.1,True
6NE3_A,canonical_H3,285.1,True
6NE3_E,canonical_H3,285.1,True
CAD89679.1,canonical_H3,285.1,True
OCT55873.1,canonical_H3,285.1,True
OCT58911.1,canonical_H3,285.1,True
OCT58921.1,canonical_H3,285.1,True
OCT58932.1,canonical_H3,285.1,True
CAD38827.1,canonical_H3,283.6,True
AAP80717.1,canonical_H3,281.5,True
XP_018095591.1,H3.Y,236.0,False
XP_018095592.1,H3.Y,236.0,False
XP_018098140.1,H3.Y,236.0,False
3LEL_A,H3.Y,236.0,False
3LEL_E,H3.Y,236.0,False
3LEL_K,H3.Y,236.0,False
3LEL_O,H3.Y,236.0,False
5E5A_A,H3.Y,236.0,False
5E5A_E,H3.Y,236.0,False
4ZUX_A,H3.Y,236.0,False
4ZUX_E,H3.Y,236.0,False
4ZUX_K,H3.Y,236.0,False
4ZUX_O,H3.Y,236.0,False
5O9G_A,H3.Y,236.0,False
5O9G_E,H3.Y,236.0,False
6I84_M,H3.Y,236.0,False
6I84_S,H3.Y,236.0,False
6J99_A,H3.Y,236.0,False
6J99_E,H3.Y,236.0,False
6NE3_A,H3.Y,236.0,False
6NE3_E,H3.Y,236.0,False
CAD89679.1,H3.Y,236.0,False
OCT55873.1,H3.Y,236.0,False
OCT58911.1,H3.Y,236.0,False
OCT58921.1,H3.Y,236.0,False
OCT58932.1,H3.Y,236.0,False
CAD38827.1,H3.Y,233.6,False
AAP80717.1,H3.Y,227.8,False
AAM80988.1,cenH3,209.7,True
CAD38827.1,cenH3,199.6,False
XP_018095591.1,cenH3,199.2,False
XP_018095592.1,cenH3,199.2,False
XP_018098140.1,cenH3,199.2,False
3LEL_A,cenH3,199.2,False
3LEL_E,cenH3,199.2,False
3LEL_K,cenH3,199.2,False
3LEL_O,cenH3,199.2,False
5E5A_A,cenH3,199.2,False
5E5A_E,cenH3,199.2,False
4ZUX_A,cenH3,199.2,False
4ZUX_E,cenH3,199.2,False
4ZUX_K,cenH3,199.2,False
4ZUX_O,cenH3,199.2,False
5O9G_A,cenH3,199.2,False
5O9G_E,cenH3,199.2,False
6I84_M,cenH3,199.2,False
6I84_S,cenH3,199.2,False
6J99_A,cenH3,199.2,False
6J99_E,cenH3,199.2,False
6NE3_A,cenH3,199.2,False
6NE3_E,cenH3,199.2,False
CAD89679.1,cenH3,199.2,False
OCT55873.1,cenH3,199.2,False
OCT58911.1,cenH3,199.2,False
OCT58921.1,cenH3,199.2,False
OCT58932.1,cenH3,199.2,False
AAP80717.1,cenH3,196.3,False
CAD38827.1,TS_H3.4,295.9,False
XP_018095591.1,TS_H3.4,295.7,False
XP_018095592.1,TS_H3.4,295.7,False
XP_018098140.1,TS_H3.4,295.7,False
3LEL_A,TS_H3.4,295.7,False
3LEL_E,TS_H3.4,295.7,False
3LEL_K,TS_H3.4,295.7,False
3LEL_O,TS_H3.4,295.7,False
5E5A_A,TS_H3.4,295.7,False
5E5A_E,TS_H3.4,295.7,False
4ZUX_A,TS_H3.4,295.7,False
4ZUX_E,TS_H3.4,295.7,False
4ZUX_K,TS_H3.4,295.7,False
4ZUX_O,TS_H3.4,295.7,False
5O9G_A,TS_H3.4,295.7,False
5O9G_E,TS_H3.4,295.7,False
6I84_M,TS_H3.4,295.7,False
6I84_S,TS_H3.4,295.7,False
6J99_A,TS_H3.4,295.7,False
6J99_E,TS_H3.4,295.7,False
6NE3_A,TS_H3.4,295.7,False
6NE3_E,TS_H3.4,295.7,False
CAD89679.1,TS_H3.4,295.7,False
OCT55873.1,TS_H3.4,295.7,False
OCT58911.1,TS_H3.4,295.7,False
OCT58921.1,TS_H3.4,295.7,False
OCT58932.1,TS_H3.4,295.7,False
AAP80717.1,TS_H3.4,283.3,False
AAM80988.1,TS_H3.4,50.5,False
CAD38827.1,H3.5,289.3,False
XP_018095591.1,H3.5,289.0,False
XP_018095592.1,H3.5,289.0,False
XP_018098140.1,H3.5,289.0,False
3LEL_A,H3.5,289.0,False
3LEL_E,H3.5,289.0,False
3LEL_K,H3.5,289.0,False
3LEL_O,H3.5,289.0,False
5E5A_A,H3.5,289.0,False
5E5A_E,H3.5,289.0,False
4ZUX_A,H3.5,289.0,False
4ZUX_E,H3.5,289.0,False
4ZUX_K,H3.5,289.0,False
4ZUX_O,H3.5,289.0,False
5O9G_A,H3.5,289.0,False
5O9G_E,H3.5,289.0,False
6I84_M,H3.5,289.0,False
6I84_S,H3.5,289.0,False
6J99_A,H3.5,289.0,False
6J99_E,H3.5,289.0,False
6NE3_A,H3.5,289.0,False
6NE3_E,H3.5,289.0,False
CAD89679.1,H3.5,289.0,False
OCT55873.1,H3.5,289.0,False
OCT58911.1,H3.5,289.0,False
OCT58921.1,H3.5,289.0,False
OCT58932.1,H3.5,289.0,False
AAP80717.1,H3.5,276.7,False
AAM80988.1,H3.5,48.2,False
XP_018095591.1,H3.3,292.1,False
XP_018095592.1,H3.3,292.1,False
XP_018098140.1,H3.3,292.1,False
3LEL_A,H3.3,292.1,False
3LEL_E,H3.3,292.1,False
3LEL_K,H3.3,292.1,False
3LEL_O,H3.3,292.1,False
5E5A_A,H3.3,292.1,False
5E5A_E,H3.3,292.1,False
4ZUX_A,H3.3,292.1,False
4ZUX_E,H3.3,292.1,False
4ZUX_K,H3.3,292.1,False
4ZUX_O,H3.3,292.1,False
5O9G_A,H3.3,292.1,False
5O9G_E,H3.3,292.1,False
6I84_M,H3.3,292.1,False
6I84_S,H3.3,292.1,False
6J99_A,H3.3,292.1,False
6J99_E,H3.3,292.1,False
6NE3_A,H3.3,292.1,False
6NE3_E,H3.3,292.1,False
CAD89679.1,H3.3,292.1,False
OCT55873.1,H3.3,292.1,False
OCT58911.1,H3.3,292.1,False
OCT58921.1,H3.3,292.1,False
OCT58932.1,H3.3,292.1,False
CAD38827.1,H3.3,290.7,False
AAP80717.1,H3.3,287.9,False
AAM80988.1,H3.3,53.7,False
AAP80718.1,canonical_H4,199.4,True
2F8N_H,canonical_H2B,234.5,True
5E5A_D,canonical_H2B,234.5,True
5E5A_H,canonical_H2B,234.5,True
4ZUX_D,canonical_H2B,234.5,True
4ZUX_H,canonical_H2B,234.5,True
4ZUX_N,canonical_H2B,234.5,True
4ZUX_R,canonical_H2B,234.5,True
5O9G_D,canonical_H2B,234.5,True
6I84_R,canonical_H2B,234.5,True
6I84_W,canonical_H2B,234.5,True
6N1Z_C,canonical_H2B,234.5,True
6N1Z_F,canonical_H2B,234.5,True
6NZO_D,canonical_H2B,234.5,True
6NZO_H,canonical_H2B,234.5,True
6PX1_D,canonical_H2B,234.5,True
6PX1_H,canonical_H2B,234.5,True
6PX3_D,canonical_H2B,234.5,True
6PX3_H,canonical_H2B,234.5,True
CAD89678.1,canonical_H2B,234.5,True
CAC84679.1,canonical_H2B,207.8,True
NP_001233989.1,canonical_H2B,208.0,True
O65821.4,canonical_H2B,208.0,True
CAA12233.1,canonical_H2B,208.0,True
TMW97040.1,canonical_H2B,208.0,True
2F8N_H,subH2B,117.1,False
5E5A_D,subH2B,117.1,False
5E5A_H,subH2B,117.1,False
4ZUX_D,subH2B,117.1,False
4ZUX_H,subH2B,117.1,False
4ZUX_N,subH2B,117.1,False
4ZUX_R,subH2B,117.1,False
5O9G_D,subH2B,117.1,False
6I84_R,subH2B,117.1,False
6I84_W,subH2B,117.1,False
6N1Z_C,subH2B,117.1,False
6N1Z_F,subH2B,117.1,False
6NZO_D,subH2B,117.1,False
6NZO_H,subH2B,117.1,False
6PX1_D,subH2B,117.1,False
6PX1_H,subH2B,117.1,False
6PX3_D,subH2B,117.1,False
6PX3_H,subH2B,117.1,False
CAD89678.1,subH2B,117.1,False
CAC84679.1,subH2B,100.7,False
NP_001233989.1,subH2B,99.5,False
O65821.4,subH2B,99.5,False
CAA12233.1,subH2B,99.5,False
TMW97040.1,subH2B,99.5,False
NP_001002916.3,H2B.W,280.8,True
AAP37489.1,H2B.W,280.8,True
AAP37490.1,H2B.W,280.8,True
AAH38109.1,H2B.W,280.8,True
AAI18605.1,H2B.W,280.8,True
AAI21817.1,H2B.W,280.8,True
AIC57867.1,H2B.W,280.8,True
SJX28174.1,H2B.W,280.8,True
2F8N_H,H2B.W,148.9,False
5E5A_D,H2B.W,148.9,False
5E5A_H,H2B.W,148.9,False
4ZUX_D,H2B.W,148.9,False
4ZUX_H,H2B.W,148.9,False
4ZUX_N,H2B.W,148.9,False
4ZUX_R,H2B.W,148.9,False
5O9G_D,H2B.W,148.9,False
6I84_R,H2B.W,148.9,False
6I84_W,H2B.W,148.9,False
6N1Z_C,H2B.W,148.9,False
6N1Z_F,H2B.W,148.9,False
6NZO_D,H2B.W,148.9,False
6NZO_H,H2B.W,148.9,False
6PX1_D,H2B.W,148.9,False
6PX1_H,H2B.W,148.9,False
6PX3_D,H2B.W,148.9,False
6PX3_H,H2B.W,148.9,False
CAD89678.1,H2B.W,148.9,False
CAC84679.1,H2B.W,130.9,False
NP_001233989.1,H2B.W,128.7,False
O65821.4,H2B.W,128.7,False
CAA12233.1,H2B.W,128.7,False
TMW97040.1,H2B.W,128.7,False
2F8N_H,sperm_H2B,204.1,False
5E5A_D,sperm_H2B,204.1,False
5E5A_H,sperm_H2B,204.1,False
4ZUX_D,sperm_H2B,204.1,False
4ZUX_H,sperm_H2B,204.1,False
4ZUX_N,sperm_H2B,204.1,False
4ZUX_R,sperm_H2B,204.1,False
5O9G_D,sperm_H2B,204.1,False
6I84_R,sperm_H2B,204.1,False
6I84_W,sperm_H2B,204.1,False
6N1Z_C,sperm_H2B,204.1,False
6N1Z_F,sperm_H2B,204.1,False
6NZO_D,sperm_H2B,204.1,False
6NZO_H,sperm_H2B,204.1,False
6PX1_D,sperm_H2B,204.1,False
6PX1_H,sperm_H2B,204.1,False
6PX3_D,sperm_H2B,204.1,False
6PX3_H,sperm_H2B,204.1,False
CAD89678.1,sperm_H2B,204.1,False
CAC84679.1,sperm_H2B,172.5,False
NP_001233989.1,sperm_H2B,169.4,False
O65821.4,sperm_H2B,169.4,False
CAA12233.1,sperm_H2B,169.4,False
TMW97040.1,sperm_H2B,169.4,False
NP_001002916.3,sperm_H2B,94.5,False
AAP37489.1,sperm_H2B,94.5,False
AAP37490.1,sperm_H2B,94.5,False
AAH38109.1,sperm_H2B,94.5,False
AAI18605.1,sperm_H2B,94.5,False
AAI21817.1,sperm_H2B,94.5,False
AIC57867.1,sperm_H2B,94.5,False
SJX28174.1,sperm_H2B,94.5,False
2F8N_H,H2B.Z,170.3,False
5E5A_D,H2B.Z,170.3,False
5E5A_H,H2B.Z,170.3,False
4ZUX_D,H2B.Z,170.3,False
4ZUX_H,H2B.Z,170.3,False
4ZUX_N,H2B.Z,170.3,False
4ZUX_R,H2B.Z,170.3,False
5O9G_D,H2B.Z,170.3,False
6I84_R,H2B.Z,170.3,False
6I84_W,H2B.Z,170.3,False
6N1Z_C,H2B.Z,170.3,False
6N1Z_F,H2B.Z,170.3,False
6NZO_D,H2B.Z,170.3,False
6NZO_H,H2B.Z,170.3,False
6PX1_D,H2B.Z,170.3,False
6PX1_H,H2B.Z,170.3,False
6PX3_D,H2B.Z,170.3,False
6PX3_H,H2B.Z,170.3,False
CAD89678.1,H2B.Z,170.3,False
CAC84679.1,H2B.Z,160.8,False
NP_001233989.1,H2B.Z,158.5,False
O65821.4,H2B.Z,158.5,False
CAA12233.1,H2B.Z,158.5,False
TMW97040.1,H2B.Z,158.5,False
NP_001002916.3,H2B.Z,89.8,False
AAP37489.1,H2B.Z,89.8,False
AAP37490.1,H2B.Z,89.8,False
AAH38109.1,H2B.Z,89.8,False
AAI18605.1,H2B.Z,89.8,False
AAI21817.1,H2B.Z,89.8,False
AIC57867.1,H2B.Z,89.8,False
SJX28174.1,H2B.Z,89.8,False
AAP06509.1,H1.0,131.6,True
CAX72214.1,H1.0,131.6,True
CAX72216.1,H1.0,131.6,True
CAX72217.1,H1.0,131.6,True
CAX79193.1,H1.0,131.6,True
CAX79194.1,H1.0,131.6,True
CAX79195.1,H1.0,131.6,True
CAX79196.1,H1.0,131.6,True
CAX79197.1,H1.0,131.6,True
CAX79201.1,H1.0,131.6,True
CAX79202.1,H1.0,131.6,True
CAX79203.1,H1.0,131.6,True
CAX79207.1,H1.0,131.6,True
CAX79208.1,H1.0,131.6,True
CAX79210.1,H1.0,131.6,True
CAX79212.1,H1.0,131.6,True
CAX79215.1,H1.0,131.6,True
CAX79216.1,H1.0,131.6,True
TNN10622.1,H1.0,131.6,True
AAB59208.1,H1.0,90.2,False
AAP06509.1,H1.10,43.9,False
CAX72214.1,H1.10,43.9,False
CAX72216.1,H1.10,43.9,False
CAX72217.1,H1.10,43.9,False
CAX79193.1,H1.10,43.9,False
CAX79194.1,H1.10,43.9,False
CAX79195.1,H1.10,43.9,False
CAX79196.1,H1.10,43.9,False
CAX79197.1,H1.10,43.9,False
CAX79201.1,H1.10,43.9,False
CAX79202.1,H1.10,43.9,False
CAX79203.1,H1.10,43.9,False
CAX79207.1,H1.10,43.9,False
CAX79208.1,H1.10,43.9,False
CAX79210.1,H1.10,43.9,False
CAX79212.1,H1.10,43.9,False
CAX79215.1,H1.10,43.9,False
CAX79216.1,H1.10,43.9,False
TNN10622.1,H1.10,43.9,False
AAB59208.1,H1.10,40.4,False
AAB59208.1,TS_H1.6,49.5,False
AAP06509.1,TS_H1.6,44.8,False
CAX72214.1,TS_H1.6,44.8,False
CAX72216.1,TS_H1.6,44.8,False
CAX72217.1,TS_H1.6,44.8,False
CAX79193.1,TS_H1.6,44.8,False
CAX79194.1,TS_H1.6,44.8,False
CAX79195.1,TS_H1.6,44.8,False
CAX79196.1,TS_H1.6,44.8,False
CAX79197.1,TS_H1.6,44.8,False
CAX79201.1,TS_H1.6,44.8,False
CAX79202.1,TS_H1.6,44.8,False
CAX79203.1,TS_H1.6,44.8,False
CAX79207.1,TS_H1.6,44.8,False
CAX79208.1,TS_H1.6,44.8,False
CAX79210.1,TS_H1.6,44.8,False
CAX79212.1,TS_H1.6,44.8,False
CAX79215.1,TS_H1.6,44.8,False
CAX79216.1,TS_H1.6,44.8,False
TNN10622.1,TS_H1.6,44.8,False
AAB59208.1,OO_H1.8,30.1,False
AAP06509.1,generic_H1,116.8,False
CAX72214.1,generic_H1,116.8,False
CAX72216.1,generic_H1,116.8,False
CAX72217.1,generic_H1,116.8,False
CAX79193.1,generic_H1,116.8,False
CAX79194.1,generic_H1,116.8,False
CAX79195.1,generic_H1,116.8,False
CAX79196.1,generic_H1,116.8,False
CAX79197.1,generic_H1,116.8,False
CAX79201.1,generic_H1,116.8,False
CAX79202.1,generic_H1,116.8,False
CAX79203.1,generic_H1,116.8,False
CAX79207.1,generic_H1,116.8,False
CAX79208.1,generic_H1,116.8,False
CAX79210.1,generic_H1,116.8,False
CAX79212.1,generic_H1,116.8,False
CAX79215.1,generic_H1,116.8,False
CAX79216.1,generic_H1,116.8,False
TNN10622.1,generic_H1,116.8,False
AAB59208.1,generic_H1,110.9,True
CAC84682.1,generic_H1,98.7,True
AAP31307.1,generic_H1,98.5,True
AAP31307.1,generic_H1,-9.1,False
AAP31306.1,generic_H1,86.1,True
AAP31306.1,generic_H1,-4.8,False
AAP31305.1,generic_H1,72.9,True
Q75WM6.3,TS_H1.7,290.0,True
Q75WM6.3,TS_H1.7,7.6,False
Q75WM6.3,TS_H1.7,69.9,False
AAP60022.1,TS_H1.7,290.0,True
AAP60022.1,TS_H1.7,7.6,False
AAP60022.1,TS_H1.7,69.9,False
